symbol,globalScore
BPIFA1,0.3131949096595199
RNF141,0.3130452844853518
SMYD3,0.3127543848050331
CCSER1,0.3126736356974215
GRIK5,0.3123691617126393
NOD2,0.3121498983088008
DYNLRB1,0.3120315996175547
COQ5,0.3120315996175547
NUP88,0.3115160506900258
HNF4G,0.3113198005238109
GABRA4,0.3112986180950783
ZNF579,0.3109502206691262
OLFM4,0.3105662771620549
SEC14L1,0.3101966973073702
CORO1C,0.3101966973073702
EPS15L1,0.3101966973073702
HIPK1,0.310196590320926
PNOC,0.3099175683061966
CRHR1,0.3098521964296952
ACTR2,0.3095778149324837
ZNF608,0.3095526158840705
SLC7A14,0.3088967473652129
CAMK2D,0.3086786875444015
PPARG,0.3084839792223207
HAGH,0.3083666489376602
RGMB,0.3083664258457819
PCYT2,0.3077081639603802
CALU,0.3065407720844535
SPEN,0.3051559913228041
GPX1,0.3048888204126575
NICN1,0.3047197250256188
CARS2,0.3042857226818979
DNMBP,0.3040121835947236
SYT17,0.3038786512682556
STAT3,0.303243595086603
SLAMF1,0.3031097395850846
KLF4,0.3030881626579524
ZNF341,0.3029891084199311
MAP3K11,0.3022738159108605
E2F1,0.3020223882167787
NUP54,0.3014959801124828
CNR1,0.301442688389581
HSPH1,0.3014331915859067
CCDC85A,0.301207074027338
ARID5B,0.3011963240334721
GSTO1,0.3011823934810695
DDR2,0.3010913659499319
ZNF628,0.3010125568366999
PECAM1,0.3009186276575625
DYRK1A,0.3004601037357802
KLF12,0.3003097799696783
REEP5,0.3002082111830053
